,mean_absolute_error,_step,loss,mean_squared_error,_runtime,val_mean_squared_error,epoch,val_mean_absolute_error,_timestamp,val_loss,run_id,batch_size,future,past,units,dropout,runtime,best_val_loss,best_epoch,pretrained,trainable,preprocess,optimizer,train_split,h_pass,l_pass,layers_transferred,bci_task,repetitions,architecture,pretrain_dense_units,test_channel,model,n_augmentations,dense_units
23,0.2262481153011322,23,,0.09331860393285751,3928,0.08962313830852509,131,0.2221406102180481,1640770002,0.2221406102180481,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
24,0.2221464365720749,24,,0.08940045535564423,4030,0.08353820443153381,131,0.21513396501541138,1640770104,0.21513396501541138,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
25,0.21834734082221985,25,,0.08656445890665054,4135,0.08441057056188583,131,0.21772977709770203,1640770209,0.21772977709770203,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
26,0.214934840798378,26,,0.08325257152318954,4237,0.08043350279331207,131,0.21323835849761963,1640770311,0.21323835849761963,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
27,0.21103046834468842,27,,0.08162618428468704,4344,0.08054888993501663,131,0.21253915131092072,1640770418,0.21253915131092072,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
28,0.21106888353824615,28,,0.08079448342323303,4451,0.08045563846826553,131,0.21253441274166107,1640770525,0.21253441274166107,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
29,0.20917850732803345,29,,0.07923571020364761,4556,0.07582052797079086,131,0.20495332777500153,1640770630,0.20495332777500153,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
30,0.20502762496471405,30,,0.07757735997438431,4666,0.07279036939144135,131,0.2031538486480713,1640770740,0.2031538486480713,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
31,0.19985735416412354,31,,0.07254450023174286,4776,0.075339674949646,131,0.20614366233348846,1640770850,0.20614366233348846,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
32,0.1990956962108612,32,,0.07209906727075577,4880,0.07586855441331863,131,0.20650647580623627,1640770954,0.20650647580623627,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
33,0.19840124249458313,33,,0.07123064994812012,4984,0.07206405699253082,131,0.20022273063659668,1640771058,0.20022273063659668,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
34,0.19496658444404602,34,,0.0696910098195076,5088,0.07264037430286407,131,0.20025938749313354,1640771162,0.20025938749313354,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
35,0.1927347481250763,35,,0.0678931325674057,5192,0.0628616213798523,131,0.18765509128570557,1640771266,0.18765509128570557,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
36,0.192520871758461,36,,0.06799716502428055,5297,0.06816086173057556,131,0.19761277735233307,1640771371,0.19761277735233307,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
37,0.19062036275863647,37,,0.06666116416454315,5404,0.07234033942222595,131,0.19946706295013428,1640771478,0.19946706295013428,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
38,0.18970414996147156,38,,0.06716971099376678,5511,0.06702009588479996,131,0.19158770143985748,1640771585,0.19158770143985748,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
39,0.18946906924247742,39,,0.06617915630340576,5617,0.0645885318517685,131,0.18866032361984253,1640771691,0.18866032361984253,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
40,0.1851920187473297,40,,0.06327001750469208,5726,0.06217757612466812,131,0.18732160329818726,1640771800,0.18732160329818726,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
41,0.18541491031646729,41,,0.06332407891750336,5833,0.06084234640002251,131,0.18459729850292206,1640771907,0.18459729850292206,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
42,0.18666638433933258,42,,0.06370188295841217,5945,0.06638219952583313,131,0.19124671816825867,1640772019,0.19124671816825867,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
43,0.18284869194030762,43,,0.06210144981741905,6057,0.06026703864336014,131,0.18421880900859833,1640772131,0.18421880900859833,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
44,0.18362608551979065,44,,0.06245562806725502,6166,0.06560665369033813,131,0.19138285517692566,1640772240,0.19138285517692566,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
45,0.17970138788223267,45,,0.05978470668196678,6280,0.06177876889705658,131,0.18574514985084534,1640772354,0.18574514985084534,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
46,0.18034420907497406,46,,0.060086339712142944,6392,0.05750570446252823,131,0.17991814017295837,1640772466,0.17991814017295837,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
47,0.1795038878917694,47,,0.059823088347911835,6506,0.06656460464000702,131,0.19126848876476288,1640772580,0.19126848876476288,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
48,0.1795799285173416,48,,0.060107674449682236,6624,0.06429015100002289,131,0.18658336997032166,1640772698,0.18658336997032166,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
49,0.17796729505062103,49,,0.0586174838244915,6734,0.0576462522149086,131,0.17989279329776764,1640772808,0.17989277839660645,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
50,0.17835918068885803,50,,0.0596124641597271,6850,0.06043504178524017,131,0.1836499124765396,1640772924,0.1836499124765396,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
51,0.1754254549741745,51,,0.057045139372348785,6970,0.06434442847967148,131,0.18907645344734192,1640773044,0.18907645344734192,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
52,0.1758546233177185,52,,0.0577901154756546,7085,0.06303150951862335,131,0.18604686856269836,1640773159,0.18604686856269836,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
53,0.1759670078754425,53,,0.05777522176504135,7199,0.06303784251213074,131,0.18524207174777985,1640773273,0.18524205684661865,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
54,0.17505279183387756,54,,0.057072851806879044,7319,0.06195617839694023,131,0.18428224325180054,1640773393,0.18428224325180054,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
55,0.1752093881368637,55,,0.05740848928689957,7439,0.06066332757472992,131,0.18448640406131744,1640773513,0.18448640406131744,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
56,0.17389574646949768,56,,0.0564163476228714,7558,0.05324527248740196,131,0.17191201448440552,1640773632,0.17191201448440552,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
57,0.17321138083934784,57,,0.0561419352889061,7675,0.06073613464832306,131,0.18326695263385773,1640773749,0.18326695263385773,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
58,0.17304962873458862,58,,0.05625530704855919,7793,0.06182746961712837,131,0.18447035551071167,1640773867,0.18447035551071167,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
59,0.17284341156482697,59,,0.05571671575307846,7916,0.05946517363190651,131,0.18182100355625153,1640773990,0.18182100355625153,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
60,0.17257626354694366,60,,0.055412471294403076,8035,0.05971422418951988,131,0.18188078701496124,1640774109,0.18188078701496124,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
61,0.17139606177806854,61,,0.0551077201962471,8153,0.05265308544039726,131,0.17126251757144928,1640774227,0.17126251757144928,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
62,0.17087024450302124,62,,0.054501552134752274,8274,0.05797024071216583,131,0.1771657019853592,1640774348,0.1771657019853592,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
63,0.16866084933280945,63,,0.05373137816786766,8389,0.05611678212881088,131,0.17776352167129517,1640774463,0.17776352167129517,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
64,0.17164850234985352,64,,0.05566713213920593,8508,0.053976427763700485,131,0.17229346930980682,1640774582,0.17229346930980682,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
65,0.16985763609409332,65,,0.05425746738910675,8625,0.05479460209608078,131,0.1744273602962494,1640774699,0.1744273602962494,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
66,0.17052029073238373,66,,0.054803017526865005,8749,0.053258225321769714,131,0.17371870577335358,1640774823,0.17371870577335358,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
67,0.16996343433856964,67,,0.05519545450806618,8863,0.05379735678434372,131,0.17295078933238983,1640774937,0.17295078933238983,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
68,0.1681097000837326,68,,0.053454622626304626,8983,0.05500714108347893,131,0.17511498928070068,1640775057,0.17511498928070068,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
69,0.16599968075752258,69,,0.05194932967424393,9103,0.05290478095412254,131,0.1726304292678833,1640775178,0.1726304292678833,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
70,0.16688388586044312,70,,0.05270495265722275,9216,0.05856182798743248,131,0.18240311741828918,1640775290,0.18240313231945038,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
71,0.16667982935905457,71,,0.052221156656742096,9326,0.056554995477199554,131,0.17716510593891144,1640775400,0.17716510593891144,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
72,0.1668669879436493,72,,0.052610624581575394,9449,0.05789019167423248,131,0.17976205050945282,1640775523,0.17976205050945282,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
73,0.1669127345085144,73,,0.053066521883010864,9579,0.05467347055673599,131,0.1746821105480194,1640775653,0.1746821105480194,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
74,0.16803240776062012,74,,0.05346747487783432,9689,0.055080726742744446,131,0.17530152201652527,1640775763,0.17530152201652527,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
75,0.16547085344791412,75,,0.052153199911117554,9803,0.05926813930273056,131,0.18305279314517975,1640775877,0.18305280804634094,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
76,0.16498354077339172,76,,0.05119193345308304,9922,0.05687234178185463,131,0.17680776119232178,1640775996,0.17680776119232178,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
77,0.1643861085176468,77,,0.05122406408190727,10032,0.05752875283360481,131,0.17739428579807281,1640776106,0.17739428579807281,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
78,0.16545218229293823,78,,0.05150715261697769,10166,0.05419228971004486,131,0.1748134195804596,1640776240,0.1748134195804596,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
79,0.16593606770038605,79,,0.052537210285663605,10320,0.05453384295105934,131,0.1738259494304657,1640776394,0.1738259494304657,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
80,0.16434089839458466,80,,0.05136878043413162,10467,0.05691089108586311,131,0.1780482530593872,1640776541,0.1780482530593872,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
81,0.16572478413581848,81,,0.05224604159593582,10621,0.059982240200042725,131,0.1814541518688202,1640776695,0.1814541518688202,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
82,0.1645013988018036,82,,0.05119743570685387,10747,0.05591205134987831,131,0.17717669904232025,1640776821,0.17717669904232025,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
83,0.16484951972961426,83,,0.051515426486730576,10878,0.061623018234968185,131,0.18358752131462097,1640776952,0.18358752131462097,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
84,0.16557404398918152,84,,0.05219663307070732,11017,0.05438311770558357,131,0.17534896731376648,1640777091,0.17534896731376648,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
85,0.16269393265247345,85,,0.050274718552827835,11146,0.05246618762612343,131,0.1704539954662323,1640777220,0.1704539954662323,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
86,0.1630883663892746,86,,0.050889935344457626,11282,0.05200621858239174,131,0.1694260984659195,1640777356,0.1694260984659195,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
87,0.1631065160036087,87,,0.05052996054291725,11403,0.05469651147723198,131,0.17497266829013824,1640777477,0.17497266829013824,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
88,0.16349944472312927,88,,0.05084540694952011,11522,0.05391894653439522,131,0.1745297759771347,1640777596,0.1745297908782959,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
89,0.1633365899324417,89,,0.05106877163052559,11661,0.05572172626852989,131,0.1769261658191681,1640777735,0.1769261658191681,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
90,0.16328546404838562,90,,0.050954531878232956,11791,0.05088929459452629,131,0.16852903366088867,1640777865,0.16852903366088867,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
91,0.1637910008430481,91,,0.05089626461267471,11932,0.056966256350278854,131,0.176509827375412,1640778006,0.176509827375412,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
92,0.16141141951084137,92,,0.049952294677495956,12095,0.059292059391736984,131,0.18241481482982635,1640778169,0.18241481482982635,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
93,0.16152554750442505,93,,0.04953228309750557,12238,0.05778604373335838,131,0.17976953089237213,1640778312,0.17976953089237213,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
94,0.16238917410373688,94,,0.050108328461647034,12377,0.05672440305352211,131,0.1778598576784134,1640778451,0.17785987257957458,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
95,0.16185861825942993,95,,0.05000583827495575,12533,0.05516728013753891,131,0.17548558115959167,1640778608,0.17548556625843048,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
96,0.16155478358268738,96,,0.050054725259542465,12660,0.05744333937764168,131,0.17955835163593292,1640778734,0.17955835163593292,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
97,0.1608612835407257,97,,0.049524739384651184,12814,0.0561310350894928,131,0.1767202764749527,1640778888,0.1767202764749527,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
98,0.16145917773246765,98,,0.05006885901093483,12954,0.05538443475961685,131,0.17632007598876953,1640779028,0.17632007598876953,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
99,0.16057167947292328,99,,0.04914501681923866,13119,0.0553552620112896,131,0.17583413422107697,1640779193,0.17583413422107697,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
100,0.1599964201450348,100,,0.04891544580459595,13262,0.0512358620762825,131,0.16997398436069489,1640779336,0.16997398436069489,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
101,0.1615368127822876,101,,0.04988160729408264,13387,0.05450490862131119,131,0.17513620853424072,1640779461,0.17513620853424072,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
102,0.1618264764547348,102,,0.05012517049908638,13508,0.05313638970255852,131,0.17181891202926636,1640779582,0.17181891202926636,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
103,0.16139936447143555,103,,0.04975626990199089,13630,0.05552210658788681,131,0.17632153630256653,1640779704,0.17632153630256653,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
104,0.16065295040607452,104,,0.04957463964819908,13767,0.05709114670753479,131,0.17542168498039246,1640779841,0.17542168498039246,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
105,0.16080357134342194,105,,0.04964160919189453,13883,0.0524672232568264,131,0.16987815499305725,1640779957,0.16987815499305725,24orv839,24,16,39,100,0.5,,0.1670105904340744,106,,,medium,nadam,0.7,0.01,0.7,,,,LSTM-3,128,0,,,
