,mean_absolute_error,_step,loss,mean_squared_error,_runtime,val_mean_squared_error,epoch,val_mean_absolute_error,_timestamp,val_loss,run_id,batch_size,future,past,units,dropout,runtime,best_val_loss,best_epoch,pretrained,trainable,preprocess,optimizer,train_split,h_pass,l_pass,layers_transferred,bci_task,repetitions,architecture,pretrain_dense_units,test_channel,model,n_augmentations,dense_units
0,0.6653345227241516,0,,0.7200347185134888,31,0.5661242008209229,105,0.5949463844299316,1640572751,0.5949463844299316,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
1,0.6033384799957275,1,,0.5999883413314819,55,0.49953746795654297,105,0.5555453896522522,1640572775,0.5555453896522522,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
2,0.5661269426345825,2,,0.53827965259552,79,0.44210508465766907,105,0.5157034397125244,1640572799,0.5157034397125244,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
3,0.5241488814353943,3,,0.4715252220630646,102,0.39404112100601196,105,0.4835388958454132,1640572822,0.4835388958454132,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
4,0.4916922450065613,4,,0.4187760055065155,126,0.3491479754447937,105,0.45533421635627747,1640572846,0.45533421635627747,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
5,0.45888569951057434,5,,0.37032538652420044,149,0.31217047572135925,105,0.4244346618652344,1640572870,0.42443469166755676,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
6,0.42578592896461487,6,,0.3243809938430786,173,0.31642141938209534,105,0.4272581934928894,1640572893,0.4272581934928894,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
7,0.40772658586502075,7,,0.29703080654144287,196,0.2843886911869049,105,0.4102291166782379,1640572916,0.4102291166782379,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
8,0.38577431440353394,8,,0.26763054728507996,219,0.2771875858306885,105,0.4028748869895935,1640572939,0.4028748869895935,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
9,0.3655506670475006,9,,0.2406112551689148,242,0.2662382125854492,105,0.3930959403514862,1640572962,0.3930959403514862,2x3e0v0x,24,16,39,100,0.5,,0.22082072496414185,80,,,medium,nadam,0.7,0.01,0.7,,,,LSTM,128,0,,,
