,mean_absolute_error,_step,loss,mean_squared_error,_runtime,val_mean_squared_error,epoch,val_mean_absolute_error,_timestamp,val_loss
16,0.23394328355789185,16,0.11841949820518494,0.11841949820518494,1718,0.09533831477165222,16,0.1960279792547226,1640124057,0.09533831477165222
17,0.23201559484004974,17,0.12221594154834747,0.12221595644950867,1818,0.0732211247086525,17,0.19018122553825378,1640124157,0.0732211247086525
18,0.22282247245311737,18,0.10676056891679764,0.10676056891679764,1922,0.09342388808727264,18,0.18409067392349243,1640124261,0.09342388808727264
19,0.22294193506240845,19,0.11638214439153671,0.11638214439153671,2026,0.09087657183408737,19,0.20247678458690643,1640124365,0.09087657183408737
20,0.2152634859085083,20,0.10350741446018219,0.10350741446018219,2131,0.08251029253005981,20,0.19307227432727814,1640124470,0.08251029253005981
21,0.20975911617279053,21,0.10359688848257065,0.10359688848257065,2236,0.06837552040815353,21,0.18214988708496094,1640124575,0.06837552040815353
22,0.20849545300006866,22,0.09658467769622803,0.09658467769622803,2339,0.08705221861600876,22,0.1946067363023758,1640124678,0.08705220371484756
23,0.207727313041687,23,0.09387578815221786,0.09387578815221786,2448,0.0945201888680458,23,0.1890305131673813,1640124787,0.0945201888680458
24,0.19957469403743744,24,0.09263938665390015,0.09263938665390015,2552,0.061311300843954086,24,0.17444948852062225,1640124891,0.061311300843954086
25,0.1986137330532074,25,0.09781757742166519,0.09781757742166519,2661,0.06572557240724564,25,0.17373968660831451,1640125000,0.06572557240724564
26,0.19239509105682373,26,0.0792137086391449,0.0792137086391449,2771,0.04787217825651169,26,0.1531345695257187,1640125110,0.04787217825651169
27,0.19192558526992798,27,0.08361460268497467,0.08361460268497467,2877,0.06678108125925064,27,0.16932611167430878,1640125216,0.06678108125925064
28,0.1912073940038681,28,0.08728942275047302,0.08728942275047302,2982,0.05571209639310837,28,0.16841097176074982,1640125321,0.05571209639310837
29,0.18749886751174927,29,0.07733913511037827,0.07733913511037827,3088,0.08435352146625519,29,0.17527329921722412,1640125427,0.08435352146625519
30,0.18668034672737122,30,0.07756255567073822,0.07756255567073822,3196,0.06276156008243561,30,0.17757606506347656,1640125535,0.06276156008243561
31,0.18398378789424896,31,0.07866234332323074,0.07866234332323074,3300,0.053963419049978256,31,0.16228558123111725,1640125639,0.053963419049978256
32,0.18004630506038666,32,0.07431920617818832,0.07431920617818832,3407,0.0515381321310997,32,0.16040170192718506,1640125746,0.0515381321310997
33,0.1806848645210266,33,0.07049845159053802,0.07049845159053802,3511,0.04714230075478554,33,0.15740032494068146,1640125850,0.04714230075478554
34,0.17934758961200714,34,0.06960580497980118,0.06960580497980118,3615,0.06100837141275406,34,0.18206970393657684,1640125954,0.06100837141275406
35,0.17774510383605957,35,0.06989274173974991,0.06989274173974991,3724,0.04644519090652466,35,0.15096409618854523,1640126063,0.04644519090652466
36,0.1741950809955597,36,0.0668976902961731,0.0668976902961731,3824,0.044310953468084335,36,0.150694340467453,1640126163,0.044310953468084335
37,0.17212463915348053,37,0.06156197562813759,0.06156197562813759,3921,0.04398982971906662,37,0.15071450173854828,1640126260,0.04398982971906662
38,0.17372767627239227,38,0.06926284730434418,0.06926284730434418,4020,0.06026726961135864,38,0.16977418959140778,1640126359,0.06026726961135864
39,0.1734113097190857,39,0.0667978823184967,0.0667978823184967,4116,0.041440270841121674,39,0.14387989044189453,1640126455,0.041440270841121674
40,0.17100298404693604,40,0.0653817430138588,0.0653817430138588,4214,0.05428948253393173,40,0.15052370727062225,1640126553,0.05428948253393173
41,0.1706957221031189,41,0.06553826481103897,0.06553826481103897,4311,0.05057356506586075,41,0.1620658040046692,1640126650,0.05057356506586075
42,0.1681341826915741,42,0.063047856092453,0.063047856092453,4409,0.0497555248439312,42,0.1485631763935089,1640126748,0.0497555248439312
43,0.1660199612379074,43,0.061897337436676025,0.06189735233783722,4505,0.05411357432603836,43,0.17040576040744781,1640126844,0.05411357432603836
44,0.16659533977508545,44,0.059293150901794434,0.059293150901794434,4602,0.03747420385479927,44,0.1360933482646942,1640126941,0.03747420385479927
45,0.16485214233398438,45,0.05884610489010811,0.058846112340688705,4699,0.043535079807043076,45,0.14759743213653564,1640127038,0.043535079807043076
46,0.16360434889793396,46,0.05591574311256409,0.055915746837854385,4794,0.04660707339644432,46,0.1517256200313568,1640127133,0.04660707339644432
47,0.1638372838497162,47,0.05853020399808884,0.05853020399808884,4892,0.05696336552500725,47,0.16322186589241028,1640127231,0.05696336552500725
48,0.16447505354881287,48,0.05947791785001755,0.05947791785001755,4990,0.03907708451151848,48,0.1429612636566162,1640127329,0.03907708823680878
49,0.16316653788089752,49,0.05866013467311859,0.05866013467311859,5088,0.04469563439488411,49,0.14924246072769165,1640127427,0.04469563439488411
50,0.16186577081680298,50,0.05660272762179375,0.05660272762179375,5185,0.037402160465717316,50,0.13526752591133118,1640127524,0.037402164191007614
51,0.16319426894187927,51,0.056657034903764725,0.056657034903764725,5281,0.04477536678314209,51,0.14665912091732025,1640127620,0.04477536678314209
52,0.161655455827713,52,0.056082580238580704,0.056082580238580704,5377,0.04668546840548515,52,0.1575932651758194,1640127716,0.04668546840548515
53,0.15866714715957642,53,0.05505037307739258,0.05505037307739258,5474,0.036519523710012436,53,0.13493819534778595,1640127813,0.036519523710012436
54,0.1585233509540558,54,0.05470339208841324,0.05470339208841324,5570,0.040565576404333115,54,0.1373918205499649,1640127909,0.040565576404333115
55,0.1588164120912552,55,0.05226526036858559,0.052265264093875885,5667,0.03753285855054855,55,0.13543425500392914,1640128006,0.03753285855054855
56,0.15875831246376038,56,0.053463488817214966,0.053463488817214966,5763,0.044586293399333954,56,0.14269664883613586,1640128102,0.044586289674043655
57,0.15943244099617004,57,0.057820990681648254,0.057820990681648254,5860,0.033759601414203644,57,0.1318897008895874,1640128199,0.033759601414203644
58,0.15824919939041138,58,0.05581493303179741,0.05581493303179741,5959,0.04349667578935623,58,0.14624325931072235,1640128298,0.04349667578935623
59,0.1579744815826416,59,0.05456215888261795,0.05456215888261795,6055,0.03704501688480377,59,0.13384991884231567,1640128394,0.03704501688480377
60,0.15585927665233612,60,0.05128439888358116,0.05128439888358116,6151,0.039181023836135864,60,0.14069662988185883,1640128490,0.039181023836135864
61,0.15542910993099213,61,0.04903573915362358,0.04903573542833328,6249,0.040366772562265396,61,0.13976845145225525,1640128588,0.040366772562265396
62,0.15672552585601807,62,0.05621125176548958,0.05621125176548958,6345,0.04228721559047699,62,0.14835697412490845,1640128684,0.04228721559047699
63,0.15620210766792297,63,0.05404798313975334,0.05404798313975334,6441,0.04104434326291084,63,0.13888366520404816,1640128780,0.04104434326291084
64,0.1561053842306137,64,0.05274398624897003,0.05274398624897003,6537,0.035923317074775696,64,0.13529351353645325,1640128876,0.035923317074775696
65,0.15713275969028473,65,0.056957144290208817,0.056957144290208817,6631,0.04150042310357094,65,0.1400296837091446,1640128970,0.04150042310357094
66,0.1554088145494461,66,0.05702730268239975,0.05702730268239975,6727,0.03637693077325821,66,0.13927750289440155,1640129066,0.03637693077325821
67,0.1524651050567627,67,0.04916820675134659,0.04916820675134659,6824,0.03351398557424545,67,0.13111701607704163,1640129163,0.03351398557424545
68,0.15483792126178741,68,0.05630400404334068,0.05630400404334068,6918,0.03699268773198128,68,0.13066604733467102,1640129257,0.03699268773198128
69,0.1541730910539627,69,0.052450623363256454,0.052450623363256454,7013,0.03996298834681511,69,0.14110590517520905,1640129352,0.03996298834681511
70,0.15310662984848022,70,0.05124809592962265,0.05124809592962265,7110,0.038276173174381256,70,0.13643977046012878,1640129449,0.038276173174381256
71,0.1528971940279007,71,0.04902396723628044,0.04902396723628044,7207,0.033636096864938736,71,0.1318860501050949,1640129546,0.033636096864938736
72,0.1530493199825287,72,0.052724406123161316,0.052724406123161316,7305,0.03704239800572395,72,0.13390161097049713,1640129644,0.03704239800572395
73,0.1538841724395752,73,0.051308490335941315,0.051308490335941315,7401,0.031705163419246674,73,0.12845750153064728,1640129740,0.031705163419246674
74,0.1515989452600479,74,0.04885464161634445,0.04885464161634445,7498,0.03522006422281265,74,0.1338069885969162,1640129837,0.035220060497522354
75,0.15297003090381622,75,0.051595501601696014,0.051595501601696014,7593,0.03296034038066864,75,0.13161398470401764,1640129932,0.03296034038066864
76,0.15066546201705933,76,0.04717985540628433,0.04717985540628433,7691,0.03636852651834488,76,0.13290968537330627,1640130030,0.03636852651834488
77,0.15100419521331787,77,0.048859722912311554,0.048859722912311554,7787,0.03765939548611641,77,0.13525991141796112,1640130126,0.03765939548611641
78,0.15126408636569977,78,0.048005811870098114,0.048005811870098114,7883,0.03267967328429222,78,0.13177472352981567,1640130222,0.03267967328429222
79,0.15033216774463654,79,0.047704920172691345,0.047704920172691345,7979,0.038366660475730896,79,0.13267262279987335,1640130318,0.038366660475730896
80,0.15119178593158722,80,0.048967570066452026,0.048967570066452026,8077,0.03636565059423447,80,0.13734054565429688,1640130416,0.03636565059423447
81,0.15024100244045258,81,0.04816213622689247,0.04816213622689247,8174,0.040208619087934494,81,0.1390267163515091,1640130513,0.040208619087934494
82,0.14989447593688965,82,0.04507439583539963,0.04507439583539963,8270,0.03867626562714577,82,0.1370587795972824,1640130609,0.03867626562714577
83,0.14975985884666443,83,0.05009040981531143,0.05009040981531143,8366,0.03610870987176895,83,0.1351357102394104,1640130705,0.03610870987176895
84,0.14884303510189056,84,0.047085054218769073,0.047085054218769073,8461,0.03922257199883461,84,0.1421506255865097,1640130800,0.03922257199883461
85,0.15043896436691284,85,0.04881554841995239,0.04881554841995239,8557,0.04179631546139717,85,0.13474713265895844,1640130896,0.04179631546139717
86,0.15002067387104034,86,0.04822947457432747,0.04822947457432747,8654,0.03479878976941109,86,0.13389451801776886,1640130993,0.03479878976941109
87,0.14993606507778168,87,0.046302758157253265,0.046302758157253265,8751,0.03346217796206474,87,0.1297299712896347,1640131090,0.03346217796206474
88,0.14934509992599487,88,0.048678360879421234,0.048678360879421234,8847,0.03791126608848572,88,0.13853996992111206,1640131186,0.03791126608848572
