,mean_absolute_error,_step,loss,mean_squared_error,_runtime,val_mean_squared_error,epoch,val_mean_absolute_error,_timestamp,val_loss,run_id,batch_size,future,past,units,dropout,runtime,best_val_loss,best_epoch,pretrained,trainable,preprocess,optimizer,train_split,h_pass,l_pass,layers_transferred
22,0.19237373769283295,22,,0.07995685935020447,244,0.08592850714921951,29,0.21390995383262634,1639484877,0.08592850714921951,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
23,0.19499540328979492,23,,0.08776378631591797,254,0.07140063494443893,29,0.1998446136713028,1639484887,0.07140063494443893,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
24,0.19626107811927795,24,,0.07956837117671967,265,0.08101403713226318,29,0.20344001054763794,1639484898,0.08101403713226318,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
25,0.1888067126274109,25,,0.07670143991708755,275,0.08487281203269958,29,0.21585838496685028,1639484908,0.08487281203269958,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
26,0.20667921006679535,26,,0.08767491579055786,286,0.08090614527463913,29,0.20071855187416077,1639484919,0.08090614527463913,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
27,0.20901033282279968,27,,0.09282772988080978,296,0.07306846976280212,29,0.1983649879693985,1639484929,0.07306846976280212,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
28,0.1986771672964096,28,,0.08032038807868958,307,0.07169147580862045,29,0.1932961791753769,1639484940,0.07169147580862045,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
29,0.1923282891511917,29,,0.07328498363494873,318,0.07516445964574814,29,0.20579510927200317,1639484951,0.07516445964574814,dbiobg3y,168,4,39,184,0.5088852647543256,,0.06024997308850288,20,,,simple,adam,0.7,0.01,0.7,
0,0.5002604722976685,0,,0.5272277593612671,19,0.35387396812438965,81,0.4382626712322235,1639483808,0.35387396812438965,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
1,0.3508646786212921,1,,0.2686578631401062,28,0.2403942495584488,81,0.3542326092720032,1639483817,0.2403942495584488,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
2,0.2836657464504242,2,,0.17856189608573914,38,0.19400203227996826,81,0.3146723508834839,1639483827,0.19400203227996826,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
3,0.27178001403808594,3,,0.16222193837165833,47,0.22339646518230438,81,0.33642342686653137,1639483836,0.22339646518230438,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
4,0.26794183254241943,4,,0.15852510929107666,56,0.19411611557006836,81,0.3153904378414154,1639483845,0.19411611557006836,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
5,0.2730518877506256,5,,0.16270694136619568,65,0.1769964098930359,81,0.3012944757938385,1639483854,0.1769964098930359,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
6,0.26260048151016235,6,,0.1483626812696457,75,0.1606661081314087,81,0.29838815331459045,1639483864,0.1606661081314087,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
7,0.25562596321105957,7,,0.14105476438999176,84,0.13675524294376373,81,0.25541865825653076,1639483873,0.13675524294376373,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
8,0.24419614672660828,8,,0.13126809895038605,93,0.14204522967338562,81,0.27452853322029114,1639483882,0.14204522967338562,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
9,0.2437387853860855,9,,0.13631294667720795,103,0.12500923871994019,81,0.2556919455528259,1639483892,0.12500923871994019,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
10,0.23335249722003937,10,,0.11870372295379639,112,0.09887963533401489,81,0.22497686743736267,1639483901,0.09887963533401489,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
11,0.2195988893508911,11,,0.10901598632335663,122,0.0994620993733406,81,0.222603440284729,1639483911,0.0994620993733406,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
12,0.21765169501304626,12,,0.10086236149072647,131,0.09298244118690491,81,0.22101815044879913,1639483920,0.09298244118690491,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
13,0.21408572793006897,13,,0.10252642631530762,141,0.11560758948326111,81,0.254092276096344,1639483930,0.11560758948326111,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
14,0.21830227971076965,14,,0.10162346810102463,150,0.0884278267621994,81,0.21582137048244476,1639483939,0.0884278267621994,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
15,0.2118268758058548,15,,0.1035967469215393,160,0.10841178894042969,81,0.2427668422460556,1639483949,0.10841178894042969,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
16,0.21326841413974762,16,,0.09892307221889496,170,0.08779929578304291,81,0.2160971611738205,1639483959,0.08779929578304291,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
17,0.21173915266990662,17,,0.09933201968669891,180,0.09052441269159317,81,0.22036941349506378,1639483969,0.09052441269159317,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
18,0.19799290597438812,18,,0.08743595331907272,189,0.07213607430458069,81,0.18502016365528107,1639483978,0.07213607430458069,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
19,0.19693684577941895,19,,0.08746223151683807,199,0.0767250657081604,81,0.20496058464050293,1639483988,0.0767250657081604,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
20,0.19385004043579102,20,,0.081476129591465,208,0.06284153461456299,81,0.17521868646144867,1639483997,0.06284153461456299,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
21,0.18624404072761536,21,,0.0793081745505333,218,0.05880799889564514,81,0.16715925931930542,1639484007,0.05880799889564514,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
22,0.1956794559955597,22,,0.08202031254768372,228,0.061407193541526794,81,0.1792166531085968,1639484017,0.061407193541526794,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
23,0.1781710684299469,23,,0.070098876953125,238,0.04702427610754967,81,0.15453913807868958,1639484027,0.04702427610754967,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
24,0.17325414717197418,24,,0.062163904309272766,247,0.062235135585069656,81,0.18060168623924255,1639484036,0.062235135585069656,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
25,0.17474018037319183,25,,0.06604708731174469,257,0.04906274378299713,81,0.15891961753368378,1639484046,0.04906274378299713,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
26,0.18533478677272797,26,,0.07229258120059967,266,0.0658569261431694,81,0.19386105239391327,1639484055,0.0658569261431694,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
27,0.18344542384147644,27,,0.0723448395729065,276,0.07457442581653595,81,0.20385970175266266,1639484065,0.07457442581653595,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
28,0.17604726552963257,28,,0.06506501138210297,286,0.041495729237794876,81,0.14620329439640045,1639484075,0.041495729237794876,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
29,0.16345180571079254,29,,0.05949336662888527,295,0.04501090571284294,81,0.1512131541967392,1639484084,0.04501090571284294,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
30,0.1705450862646103,30,,0.06299334764480591,305,0.04545746371150017,81,0.15554651618003845,1639484094,0.04545746371150017,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
31,0.16983625292778015,31,,0.06107303500175476,315,0.05497847869992256,81,0.16503967344760895,1639484104,0.05497847869992256,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
32,0.16586056351661682,32,,0.05748038366436958,324,0.046362895518541336,81,0.15077754855155945,1639484113,0.046362895518541336,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
33,0.15911325812339783,33,,0.055029161274433136,334,0.042034100741147995,81,0.1376018077135086,1639484123,0.042034100741147995,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
34,0.1573941707611084,34,,0.05366606265306473,344,0.0406244620680809,81,0.14256516098976135,1639484133,0.0406244620680809,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
35,0.15486976504325867,35,,0.05373905599117279,354,0.037842560559511185,81,0.140689417719841,1639484143,0.037842560559511185,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
36,0.14929574728012085,36,,0.04896782338619232,363,0.04195767641067505,81,0.15648587048053741,1639484152,0.04195767641067505,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
37,0.1476379930973053,37,,0.04755532741546631,373,0.03968549892306328,81,0.1421516239643097,1639484162,0.03968549892306328,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
38,0.1509106159210205,38,,0.04559943825006485,383,0.04741157591342926,81,0.1611151099205017,1639484172,0.04741157591342926,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
39,0.14859941601753235,39,,0.04570019617676735,393,0.04676152393221855,81,0.16264458000659943,1639484182,0.04676152393221855,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
40,0.15345871448516846,40,,0.04815678298473358,403,0.0705568939447403,81,0.20461250841617584,1639484192,0.0705568939447403,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
41,0.15092937648296356,41,,0.0472947359085083,412,0.041373975574970245,81,0.15064354240894318,1639484201,0.041373975574970245,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
42,0.1489465832710266,42,,0.045843902975320816,422,0.04156474396586418,81,0.14921332895755768,1639484211,0.04156474396586418,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
43,0.15014709532260895,43,,0.04619375616312027,432,0.03961338475346565,81,0.14707531034946442,1639484221,0.03961338475346565,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
44,0.152570903301239,44,,0.04600486159324646,442,0.032317157834768295,81,0.1320519894361496,1639484231,0.032317157834768295,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
45,0.14868734776973724,45,,0.04487202316522598,451,0.037023212760686874,81,0.13923299312591553,1639484240,0.037023212760686874,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
46,0.1443399339914322,46,,0.04189435765147209,461,0.03223705664277077,81,0.1286105364561081,1639484250,0.03223705664277077,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
47,0.14389877021312714,47,,0.04243393614888191,471,0.044330112636089325,81,0.15031172335147858,1639484260,0.044330112636089325,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
48,0.149213507771492,48,,0.04430487006902695,481,0.04018668830394745,81,0.1519339382648468,1639484270,0.04018668830394745,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
49,0.1434054672718048,49,,0.04209480062127113,490,0.04735846072435379,81,0.17115764319896698,1639484279,0.04735846072435379,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
50,0.1460319310426712,50,,0.04548189043998718,500,0.0273356381803751,81,0.1258765459060669,1639484289,0.0273356381803751,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
51,0.14433199167251587,51,,0.042381711304187775,511,0.02851773053407669,81,0.13112963736057281,1639484300,0.02851773053407669,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
52,0.13883519172668457,52,,0.03776644915342331,521,0.02593376301229,81,0.11753354966640472,1639484310,0.02593376301229,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
53,0.1342160552740097,53,,0.03550514206290245,531,0.029121048748493195,81,0.12199409306049347,1639484320,0.029121048748493195,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
54,0.13319344818592072,54,,0.03402625769376755,540,0.036839522421360016,81,0.1469781994819641,1639484329,0.036839522421360016,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
55,0.1406104862689972,55,,0.038291577249765396,550,0.027082636952400208,81,0.12348387390375137,1639484339,0.027082636952400208,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
56,0.14060604572296143,56,,0.03736794739961624,560,0.040583107620477676,81,0.15748673677444458,1639484349,0.040583107620477676,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
57,0.13635165989398956,57,,0.03695517033338547,570,0.037117861211299896,81,0.14670628309249878,1639484359,0.037117861211299896,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
58,0.1352698802947998,58,,0.03554435074329376,580,0.039059411734342575,81,0.15474650263786316,1639484369,0.039059411734342575,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
59,0.13106974959373474,59,,0.03385545313358307,591,0.030598683282732964,81,0.1266632080078125,1639484380,0.030598683282732964,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
60,0.12995220720767975,60,,0.03244757279753685,601,0.03066084533929825,81,0.12536627054214478,1639484390,0.03066084533929825,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
61,0.13389885425567627,61,,0.03488576039671898,612,0.03299785405397415,81,0.12252650409936905,1639484401,0.03299785405397415,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
62,0.13398653268814087,62,,0.03536788001656532,622,0.03406405448913574,81,0.13550134003162384,1639484411,0.03406405448913574,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
63,0.13767866790294647,63,,0.03612912818789482,632,0.030680431053042412,81,0.12984400987625122,1639484421,0.030680431053042412,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
64,0.1346941739320755,64,,0.0343177355825901,642,0.030193494632840157,81,0.12901335954666138,1639484431,0.030193494632840157,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
65,0.1305229365825653,65,,0.03302149102091789,651,0.022789983078837395,81,0.11402076482772827,1639484440,0.022789983078837395,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
66,0.12306321412324905,66,,0.02944692224264145,661,0.016471564769744873,81,0.09532716125249863,1639484450,0.016471564769744873,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
67,0.12307391315698624,67,,0.03216123953461647,671,0.018291383981704712,81,0.10197929292917252,1639484460,0.018291383981704712,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
68,0.12112150341272354,68,,0.031357795000076294,681,0.020103273913264275,81,0.10473697632551193,1639484470,0.020103273913264275,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
69,0.12190920859575272,69,,0.03029710054397583,690,0.02461891435086727,81,0.11306069791316986,1639484479,0.02461891435086727,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
70,0.12140049785375595,70,,0.02844564989209175,700,0.022492581978440285,81,0.1087406799197197,1639484489,0.022492581978440285,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
71,0.12204015254974365,71,,0.028542982414364815,710,0.04162368178367615,81,0.16276170313358307,1639484499,0.04162368178367615,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
72,0.12421589344739914,72,,0.029016714543104172,719,0.02025044709444046,81,0.10366819053888321,1639484508,0.02025044709444046,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
73,0.12122560292482376,73,,0.028221718966960907,729,0.02180262841284275,81,0.11134734749794006,1639484518,0.02180262841284275,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
74,0.11623668670654297,74,,0.025430114939808846,739,0.020399900153279305,81,0.10881070792675018,1639484528,0.020399900153279305,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
75,0.11936279386281967,75,,0.026775065809488297,749,0.022799571976065636,81,0.11399052292108536,1639484538,0.022799571976065636,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
76,0.1168685331940651,76,,0.02546977438032627,758,0.027217769995331764,81,0.12368489801883698,1639484547,0.027217769995331764,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
77,0.11240497976541519,77,,0.023576201871037483,768,0.025080544874072075,81,0.11708203703165054,1639484557,0.025080544874072075,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
78,0.10999488085508347,78,,0.02274434082210064,778,0.02984757162630558,81,0.1304406374692917,1639484567,0.02984757162630558,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
79,0.11039701849222183,79,,0.023288162425160408,787,0.035512324422597885,81,0.14538782835006714,1639484576,0.035512324422597885,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
80,0.12073833495378494,80,,0.02662399783730507,797,0.030734360218048096,81,0.1353868991136551,1639484586,0.030734360218048096,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
81,0.11999189108610153,81,,0.028284426778554916,807,0.028405936434864998,81,0.12508900463581085,1639484596,0.028405936434864998,avibke08,55,4,39,155,0.18417717112982027,,0.016471564769744873,66,,,medium,adam,0.7,0.01,0.7,
0,0.5103291869163513,0,,0.5634660124778748,17,0.40531644225120544,99,0.4850669503211975,1639482873,0.40531644225120544,22g06pta,480,4,39,115,0.10316282767677812,,0.010985726490616798,90,,,simple,adam,0.7,0.01,0.7,
1,0.34771618247032166,1,,0.2643929421901703,26,0.2195376455783844,99,0.33928021788597107,1639482882,0.2195376455783844,22g06pta,480,4,39,115,0.10316282767677812,,0.010985726490616798,90,,,simple,adam,0.7,0.01,0.7,
2,0.2710658311843872,2,,0.1683710664510727,34,0.1809292435646057,99,0.3050738275051117,1639482890,0.1809292435646057,22g06pta,480,4,39,115,0.10316282767677812,,0.010985726490616798,90,,,simple,adam,0.7,0.01,0.7,
3,0.2517523169517517,3,,0.14289593696594238,43,0.15791572630405426,99,0.28433677554130554,1639482899,0.15791572630405426,22g06pta,480,4,39,115,0.10316282767677812,,0.010985726490616798,90,,,simple,adam,0.7,0.01,0.7,
4,0.24701489508152008,4,,0.1387804001569748,52,0.18455445766448975,99,0.31327947974205017,1639482908,0.18455445766448975,22g06pta,480,4,39,115,0.10316282767677812,,0.010985726490616798,90,,,simple,adam,0.7,0.01,0.7,
5,0.24683086574077606,5,,0.13504306972026825,60,0.1635165959596634,99,0.2941797971725464,1639482916,0.1635165959596634,22g06pta,480,4,39,115,0.10316282767677812,,0.010985726490616798,90,,,simple,adam,0.7,0.01,0.7,
6,0.25135037302970886,6,,0.14281204342842102,69,0.1464414745569229,99,0.2892945110797882,1639482925,0.1464414745569229,22g06pta,480,4,39,115,0.10316282767677812,,0.010985726490616798,90,,,simple,adam,0.7,0.01,0.7,
