,mean_absolute_error,_step,loss,mean_squared_error,_runtime,val_mean_squared_error,epoch,val_mean_absolute_error,_timestamp,val_loss,run_id,batch_size,future,past,units,dropout,runtime,best_val_loss,best_epoch,pretrained,trainable,preprocess,optimizer,train_split,h_pass,l_pass,layers_transferred,bci_task
10,0.24987950921058655,10,,0.128678098320961,370,0.14017990231513977,78,0.27376189827919006,1639435851,0.14017990231513977,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
11,0.24378138780593872,11,,0.12082608789205551,401,0.1393556147813797,78,0.2729858458042145,1639435882,0.1393556147813797,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
12,0.2416754513978958,12,,0.12330123782157898,432,0.11904732882976532,78,0.2469572126865387,1639435913,0.11904732882976532,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
13,0.23201270401477814,13,,0.1100550964474678,464,0.15161170065402985,78,0.2818506360054016,1639435945,0.15161170065402985,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
14,0.2345440834760666,14,,0.11343269050121307,495,0.10841293632984161,78,0.23383338749408722,1639435976,0.10841293632984161,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
15,0.22145964205265045,15,,0.10103744268417358,526,0.1004893109202385,78,0.22849836945533752,1639436007,0.1004893109202385,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
16,0.21199066936969757,16,,0.09228090196847916,556,0.09411004185676575,78,0.2221575528383255,1639436037,0.09411004185676575,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
17,0.2097509354352951,17,,0.0927954688668251,586,0.09102891385555267,78,0.21976326406002045,1639436067,0.09102891385555267,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
18,0.21334458887577057,18,,0.09709099680185318,623,0.08895586431026459,78,0.207858145236969,1639436104,0.08895586431026459,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
19,0.21030640602111816,19,,0.09343420714139938,656,0.09820888191461563,78,0.22898629307746887,1639436137,0.09820888191461563,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
20,0.2001117467880249,20,,0.08478574454784393,683,0.07756301760673523,78,0.1952352225780487,1639436164,0.07756301760673523,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
21,0.19781123101711273,21,,0.08217581361532211,711,0.09168871492147446,78,0.2264198213815689,1639436192,0.09168871492147446,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
22,0.19851644337177277,22,,0.08120635896921158,741,0.0616304911673069,78,0.18040961027145386,1639436222,0.0616304911673069,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
23,0.19084841012954712,23,,0.07566709816455841,773,0.0824112668633461,78,0.21942616999149323,1639436254,0.0824112668633461,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
24,0.1891489177942276,24,,0.07232366502285004,804,0.059207428246736526,78,0.1773509979248047,1639436285,0.059207428246736526,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
25,0.18943190574645996,25,,0.07637064903974533,840,0.0723242312669754,78,0.20132173597812653,1639436321,0.072324238717556,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
26,0.19208309054374695,26,,0.07799791544675827,874,0.06540622562170029,78,0.18779173493385315,1639436355,0.06540622562170029,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
27,0.1902291625738144,27,,0.08277751505374908,912,0.0765247568488121,78,0.1975976973772049,1639436393,0.0765247568488121,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
28,0.18369969725608826,28,,0.07007645815610886,949,0.06788702309131622,78,0.1935153305530548,1639436430,0.06788702309131622,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
29,0.1789848506450653,29,,0.06708603352308273,981,0.06549498438835144,78,0.19325420260429382,1639436462,0.06549498438835144,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
30,0.17395228147506714,30,,0.06178661063313484,1014,0.04428219422698021,78,0.15253092348575592,1639436495,0.04428219422698021,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
31,0.17084971070289612,31,,0.06259600073099136,1046,0.05765141546726227,78,0.17977212369441986,1639436527,0.057651422917842865,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
32,0.1822807639837265,32,,0.067071832716465,1078,0.06163875386118889,78,0.18003034591674805,1639436559,0.06163875386118889,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
33,0.17763537168502808,33,,0.06626320630311966,1111,0.058795057237148285,78,0.18121229112148285,1639436592,0.058795057237148285,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
34,0.17340129613876343,34,,0.06322769820690155,1144,0.0536324679851532,78,0.16271500289440155,1639436625,0.0536324679851532,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
35,0.16846399009227753,35,,0.06402169167995453,1176,0.05100563168525696,78,0.16402478516101837,1639436657,0.05100563168525696,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
36,0.16802026331424713,36,,0.05888090282678604,1209,0.04126467928290367,78,0.14753518998622894,1639436690,0.04126467928290367,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
37,0.16334722936153412,37,,0.05645782873034477,1241,0.04705764353275299,78,0.15860527753829956,1639436722,0.04705764353275299,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
38,0.16280536353588104,38,,0.05417202040553093,1273,0.04043828696012497,78,0.14818419516086578,1639436754,0.04043828696012497,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
39,0.16142430901527405,39,,0.05385864898562431,1307,0.048985555768013,78,0.16625456511974335,1639436788,0.048985555768013,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
40,0.15910957753658295,40,,0.05219673365354538,1339,0.04192662984132767,78,0.15206199884414673,1639436820,0.04192662984132767,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
41,0.1600658893585205,41,,0.052427202463150024,1377,0.04408887028694153,78,0.1557351052761078,1639436858,0.04408886656165123,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
42,0.16037702560424805,42,,0.05278546363115311,1416,0.04620802029967308,78,0.16626159846782684,1639436897,0.04620802029967308,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
43,0.16137675940990448,43,,0.05194065347313881,1458,0.040504395961761475,78,0.1518307477235794,1639436939,0.040504395961761475,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
44,0.15861980617046356,44,,0.05117315426468849,1489,0.042754173278808594,78,0.1516619175672531,1639436970,0.042754173278808594,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
45,0.15943659842014313,45,,0.05355087295174599,1515,0.048143353313207626,78,0.15974345803260803,1639436996,0.048143353313207626,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
46,0.15916885435581207,46,,0.050550516694784164,1542,0.03742785006761551,78,0.1431901603937149,1639437023,0.03742785006761551,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
47,0.15600533783435822,47,,0.04892708733677864,1568,0.041273489594459534,78,0.14515000581741333,1639437049,0.041273489594459534,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
48,0.15316055715084076,48,,0.04781334474682808,1593,0.046709440648555756,78,0.16127082705497742,1639437074,0.046709440648555756,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
49,0.15350764989852905,49,,0.050334732979536057,1622,0.04992936924099922,78,0.1466096192598343,1639437103,0.04992936924099922,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
50,0.15268480777740479,50,,0.050851572304964066,1646,0.03762359917163849,78,0.13954348862171173,1639437127,0.03762359917163849,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
51,0.1506842076778412,51,,0.04871206358075142,1674,0.03337034210562706,78,0.13561974465847015,1639437155,0.03337034210562706,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
52,0.15171727538108826,52,,0.04776497930288315,1704,0.03757737949490547,78,0.14494065940380096,1639437185,0.03757737949490547,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
53,0.1491166055202484,53,,0.046854086220264435,1730,0.036355841904878616,78,0.14107292890548706,1639437211,0.036355841904878616,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
54,0.1500423401594162,54,,0.04640885815024376,1762,0.03355782479047775,78,0.13599371910095215,1639437243,0.03355782479047775,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
55,0.14756372570991516,55,,0.0458010733127594,1788,0.04003714397549629,78,0.15332306921482086,1639437269,0.040037136524915695,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
56,0.14638464152812958,56,,0.04297126457095146,1809,0.03724943846464157,78,0.14389251172542572,1639437290,0.03724943846464157,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
57,0.1456061601638794,57,,0.04317411780357361,1834,0.03052404336631298,78,0.12971681356430054,1639437315,0.03052404336631298,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
58,0.14564695954322815,58,,0.042450323700904846,1855,0.03914867714047432,78,0.14747224748134613,1639437336,0.03914867714047432,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
59,0.1484096199274063,59,,0.043857477605342865,1884,0.03587022423744202,78,0.13933560252189636,1639437365,0.03587022423744202,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
60,0.1433420479297638,60,,0.03999144956469536,1914,0.034240204840898514,78,0.13948595523834229,1639437395,0.034240204840898514,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
61,0.1427825689315796,61,,0.04023617506027222,1940,0.03611546382308006,78,0.1399839222431183,1639437421,0.03611546382308006,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
62,0.1469534933567047,62,,0.04573317989706993,1970,0.034438565373420715,78,0.1401127427816391,1639437451,0.034438565373420715,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
63,0.14429284632205963,63,,0.042191725224256516,2001,0.026616258546710014,78,0.1206434816122055,1639437482,0.026616258546710014,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
64,0.14181704819202423,64,,0.040555212646722794,2032,0.03630745783448219,78,0.13916875422000885,1639437513,0.03630745783448219,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
65,0.14206412434577942,65,,0.04174695909023285,2062,0.03393571451306343,78,0.13064245879650116,1639437543,0.03393571451306343,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
66,0.14248766005039215,66,,0.04016222432255745,2093,0.029807614162564278,78,0.12773717939853668,1639437574,0.029807614162564278,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
67,0.14115244150161743,67,,0.04191847890615463,2128,0.034809283912181854,78,0.13700690865516663,1639437609,0.034809283912181854,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
68,0.13874347507953644,68,,0.041154664009809494,2157,0.04379493370652199,78,0.16019487380981445,1639437638,0.04379493370652199,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
69,0.13868634402751923,69,,0.039206650108098984,2188,0.02997431717813015,78,0.12542100250720978,1639437669,0.02997431717813015,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
70,0.13646851480007172,70,,0.039180245250463486,2218,0.034846410155296326,78,0.14341343939304352,1639437699,0.034846410155296326,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
71,0.1387409120798111,71,,0.03915778174996376,2245,0.026033077389001846,78,0.12140247970819473,1639437726,0.026033077389001846,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
72,0.1360035538673401,72,,0.036910317838191986,2272,0.02582206018269062,78,0.12299682945013046,1639437753,0.02582206018269062,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
73,0.13527198135852814,73,,0.038370631635189056,2299,0.028235072270035744,78,0.1262822449207306,1639437780,0.028235072270035744,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
74,0.13782484829425812,74,,0.037198614329099655,2323,0.03152253106236458,78,0.13037943840026855,1639437804,0.03152253106236458,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
75,0.1331237107515335,75,,0.03560567647218704,2347,0.030993850901722908,78,0.12927110493183136,1639437828,0.030993850901722908,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
76,0.13513897359371185,76,,0.036139726638793945,2369,0.031996387988328934,78,0.13380472362041473,1639437850,0.031996387988328934,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
77,0.13507294654846191,77,,0.03617631271481514,2392,0.029416680335998535,78,0.1251654028892517,1639437873,0.029416680335998535,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
78,0.13795828819274902,78,,0.03846151754260063,2414,0.03447537124156952,78,0.1371966153383255,1639437895,0.03447537124156952,2e2s0nnz,48,4,39,128,0.5,,0.02582206018269062,72,,,simple,adam,0.7,0.01,0.6,,
