,mean_absolute_error,_step,loss,mean_squared_error,_runtime,val_mean_squared_error,epoch,val_mean_absolute_error,_timestamp,val_loss,run_id,batch_size,future,past,units,dropout,runtime,best_val_loss,best_epoch,pretrained,trainable,preprocess,optimizer,train_split,h_pass,l_pass,layers_transferred,bci_task,repetitions,architecture,pretrain_dense_units,test_channel
88,0.56817227602005,88.0,,0.5231913924217224,213.0,0.5346522331237793,199,0.5850251913070679,1640570997.0,0.5850251913070679,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
89,0.5681251883506775,89.0,,0.5232735872268677,216.0,0.5383521318435669,199,0.5867164134979248,1640570999.0,0.5867164134979248,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
90,0.5681142210960388,90.0,,0.5233353972434998,218.0,0.5364223122596741,199,0.5857484936714172,1640571002.0,0.5857484936714172,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
91,0.567783534526825,91.0,,0.5227445363998413,221.0,0.5349205136299133,199,0.5850219130516052,1640571004.0,0.5850219130516052,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
92,0.5676278471946716,92.0,,0.5224780440330505,223.0,0.5357049703598022,199,0.5854390859603882,1640571006.0,0.5854390859603882,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
93,0.5673424601554871,93.0,,0.5219545960426331,225.0,0.5326374769210815,199,0.5839744210243225,1640571009.0,0.5839744210243225,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
94,0.5674372315406799,94.0,,0.5220434069633484,227.0,0.5345680713653564,199,0.5851696729660034,1640571011.0,0.5851696729660034,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
95,0.5672585964202881,95.0,,0.5218598246574402,229.0,0.5343076586723328,199,0.5846688151359558,1640571013.0,0.5846688151359558,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
96,0.5674811601638794,96.0,,0.5221957564353943,232.0,0.534426212310791,199,0.5845577120780945,1640571015.0,0.5845577120780945,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
97,0.5668119788169861,97.0,,0.521195650100708,234.0,0.5309550166130066,199,0.5831155180931091,1640571017.0,0.5831155180931091,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
98,0.5668641924858093,98.0,,0.5212481021881104,236.0,0.5312593579292297,199,0.5829892158508301,1640571020.0,0.5829892158508301,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
99,0.5667341947555542,99.0,,0.5210708975791931,238.0,0.5318799018859863,199,0.583310604095459,1640571022.0,0.583310604095459,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
100,0.566686749458313,100.0,,0.5208338499069214,241.0,0.5311710834503174,199,0.5831038355827332,1640571024.0,0.5831038355827332,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
101,0.5669746398925781,101.0,,0.5214938521385193,244.0,0.5335664749145508,199,0.584000289440155,1640571027.0,0.584000289440155,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
102,0.5663326382637024,102.0,,0.520544707775116,246.0,0.5325470566749573,199,0.5836636424064636,1640571029.0,0.5836636424064636,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
103,0.5663252472877502,103.0,,0.5204065442085266,248.0,0.5298790335655212,199,0.5823899507522583,1640571032.0,0.5823899507522583,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
104,0.5658305287361145,104.0,,0.519526481628418,251.0,0.5296978950500488,199,0.5824302434921265,1640571034.0,0.5824302434921265,9uo812ce,512,4,39,100,0.5,,0.571929395198822,180,,,medium,nadam,0.7,0.01,0.7,,,1,Dense,128,0
