,0
0,0.030365032175184666
1,0.030365032175184666
2,0.03994168002225244
3,0.03994168002225244
4,0.029892526340207514
5,0.029892526340207514
6,0.03039864924630698
7,0.03039864924630698
8,0.03595751234443228
9,0.03595751234443228
10,0.031593011426579776
11,0.031593011426579776
12,0.039104054559597784
13,0.039104054559597784
14,0.041852125740516444
15,0.041852125740516444
16,0.007926194734343901
17,0.007926194734343901
18,0.030767637852132886
19,0.030767637852132886
20,0.030394062808384137
21,0.030394062808384137
22,0.00756878876063806
23,0.00756878876063806
24,0.030479283029625222
25,0.030479283029625222
26,0.030590449784205526
27,0.030590449784205526
28,0.03719910079558375
29,0.03719910079558375
30,0.03979523666219364
31,0.03979523666219364
32,0.030428149549389296
33,0.030428149549389296
34,0.03022042827294147
35,0.03022042827294147
36,0.034135067745648326
37,0.034135067745648326
38,0.037039572324744786
39,0.037039572324744786
40,0.03747917668519415
41,0.03747917668519415
42,0.034027343519587305
43,0.034027343519587305
44,0.007250739530262622
45,0.007250739530262622
46,0.03919949511154449
47,0.03919949511154449
48,0.037176971191854785
49,0.037176971191854785
50,0.03929340358126285
51,0.03929340358126285
52,0.008068505695441004
53,0.008068505695441004
54,0.030584562527523593
55,0.030584562527523593
56,0.041146168387834116
57,0.041146168387834116
58,0.030406440008656065
59,0.030406440008656065
60,0.03760151785500154
61,0.03760151785500154
62,0.040894111519875334
63,0.040894111519875334
64,0.04068730792274171
65,0.04068730792274171
66,0.036664515392951805
67,0.036664515392951805
68,0.03363717349897282
69,0.03363717349897282
70,0.040127294501374
71,0.040127294501374
72,0.040779248521766565
73,0.040779248521766565
74,0.03358129790523292
75,0.03358129790523292
76,0.008251657315858005
77,0.008251657315858005
78,0.03890886337327268
79,0.03890886337327268
80,0.04032053101088823
81,0.04032053101088823
82,0.008507950841610035
83,0.008507950841610035
84,0.03320453959927768
85,0.03320453959927768
86,0.0312397005267336
87,0.0312397005267336
88,0.04029444838932529
89,0.04029444838932529
90,0.031254325684615246
91,0.031254325684615246
92,0.02262754840896379
93,0.02262754840896379
94,0.02135502432684168
95,0.02135502432684168
96,0.03729212073615551
97,0.03729212073615551
98,0.029853983151331732
99,0.029853983151331732
100,0.041081357657701635
101,0.041081357657701635
102,0.03266899308212606
103,0.03266899308212606
104,0.007140520576884275
105,0.007140520576884275
106,0.031384954054451
107,0.031384954054451
108,0.033472603872420806
109,0.033472603872420806
110,0.040991373202175115
111,0.040991373202175115
112,0.0311465091783975
113,0.0311465091783975
114,0.007782005411441514
115,0.007782005411441514
116,0.0387272432403857
117,0.0387272432403857
118,0.031427648862108665
119,0.031427648862108665
120,0.041190432007931155
121,0.041190432007931155
122,0.0073762818773779205
123,0.0073762818773779205
124,0.02982640013477992
125,0.02982640013477992
126,0.035545953032659006
127,0.035545953032659006
128,0.03027327767190068
129,0.03027327767190068
130,0.030380171740791717
131,0.030380171740791717
132,0.036752066567745545
133,0.036752066567745545
134,0.030551018935544526
135,0.030551018935544526
136,0.029917499694994566
137,0.029917499694994566
138,0.008107006310115345
139,0.008107006310115345
140,0.03893994012578858
141,0.03893994012578858
142,0.03696920711889829
143,0.03696920711889829
144,0.039023988443007716
145,0.039023988443007716
146,0.007468323053698065
147,0.007468323053698065
148,0.03367015019271521
149,0.03367015019271521
150,0.03696963345774474
151,0.03696963345774474
152,0.03729279268169655
153,0.03729279268169655
154,0.033444053043852215
155,0.033444053043852215
156,0.00762513856207276
157,0.00762513856207276
158,0.03707283626862126
159,0.03707283626862126
160,0.04089535389258785
161,0.04089535389258785
162,0.0406657533681598
163,0.0406657533681598
164,0.03721505552864324
165,0.03721505552864324
166,0.030008792061660867
167,0.030008792061660867
168,0.041141114824467265
169,0.041141114824467265
170,0.031039369967832776
171,0.031039369967832776
172,0.039220098992735854
173,0.039220098992735854
174,0.04042704976868828
175,0.04042704976868828
176,0.008283548736778765
177,0.008283548736778765
178,0.03427583734936318
179,0.03427583734936318
180,0.04031811891693362
181,0.04031811891693362
182,0.040891486876854934
183,0.040891486876854934
184,0.0338741172135895
185,0.0338741172135895
186,0.007824523652906038
187,0.007824523652906038
188,0.022933831908340117
189,0.022933831908340117
190,0.021691880739115283
191,0.021691880739115283
192,0.037606165092973785
193,0.037606165092973785
194,0.031690516089202474
195,0.031690516089202474
196,0.03362949268127605
197,0.03362949268127605
198,0.04122315934035139
199,0.04122315934035139
200,0.03150604813365205
201,0.03150604813365205
202,0.009079963927630707
203,0.009079963927630707
204,0.04150505745086978
205,0.04150505745086978
206,0.04002733628409465
207,0.04002733628409465
208,0.041874453417328324
209,0.041874453417328324
210,0.03161477309739862
211,0.03161477309739862
212,0.03353956271330918
213,0.03353956271330918
214,0.031508166909549024
215,0.031508166909549024
216,0.040362783984755055
217,0.040362783984755055
218,0.02984749466873225
219,0.02984749466873225
220,0.040002616676912524
221,0.040002616676912524
222,0.03007375836173457
223,0.03007375836173457
224,0.030195282164603137
225,0.030195282164603137
226,0.04126594884405301
227,0.04126594884405301
228,0.033026921034210864
229,0.033026921034210864
230,0.008374957933698897
231,0.008374957933698897
